timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.08,35.05,42031.79,10526,19217,27921,41526,3100,7667,1561,3895,11082,13948,19279,20855
1000,32.08,35.07,41739.91,14757,24480,27453,41073,4148,9434,3596,6022,12400,14736,15515,17230
2000,32.08,35.07,41007.64,19830,29116,24944,38179,3875,8601,6524,8668,14192,15242,11736,15614
3000,32.08,35.09,39994.15,23317,32114,19375,31835,2676,6849,9460,11122,15708,15681,11406,15479
4000,32.09,35.1,39174.92,26570,35739,12538,25840,2008,6433,11169,12349,16756,15861,12111,15929
5000,32.09,35.12,38564.5,29315,37831,10155,21657,1917,6268,12166,13509,16935,16053,13792,16324
6001,32.09,35.13,37532.46,32119,39225,8719,18415,1720,5957,13848,13948,16770,15760,14840,17509
7001,32.09,35.17,36427.62,33969,40062,7995,16777,1377,5385,15433,14612,16535,15839,15598,18032
8001,32.09,35.19,35178.86,35252,41247,7450,15963,1081,5014,16191,15152,15750,15726,16274,18764
9001,32.09,35.22,34290.09,34805,40166,6084,14691,1394,5395,16343,15253,15157,15490,16563,18799
